,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2020-04-01,0.041974317817014446,0.010754414125200642,0.0009630818619582664,0.0,0.005296950240770465,0.030176565008025683,0.09863563402889246,0.2700642054574639,0.42367576243980737,0.4520064205457464,0.7656500802568218,1.0,0.8578651685393258,0.763884430176565,0.7170144462279294,0.7045746388443017,0.4965489566613162,0.6174157303370786,0.4620385232744783,0.20738362760834672,0.12407704654895667,0.10609951845906902,0.08651685393258426,0.07913322632423755
2020-04-02,0.018579234972677595,0.013296903460837887,0.012932604735883424,0.0025500910746812386,0.0,0.05619307832422586,0.12459016393442623,0.26584699453551913,0.36839708561020035,0.5418943533697632,0.8255009107468124,0.9991803278688525,0.9664845173041894,1.0,0.9521857923497268,0.8716757741347906,0.8565573770491803,0.7284153005464481,0.4195810564663024,0.22996357012750454,0.1418032786885246,0.12978142076502733,0.09717668488160291,0.05983606557377049
2020-04-03,0.04822558679804534,0.011535688536409516,0.0016021789633902106,0.0,0.010814708002883922,0.04534166466394296,0.10934871425138187,0.2601137547064007,0.4094368340943683,0.48658175118160696,0.6476007370023231,0.8936954257790595,1.0,0.9495313626532084,0.8993030521509252,0.7974044700793078,0.7555875991348233,0.7244252182968838,0.4494111992309541,0.31386685892814226,0.20724184891452374,0.13105823920531923,0.10406152367219418,0.12344788912921573
2020-04-06,0.03047929269427641,0.015239646347138204,0.0008143322475570033,0.0,0.002326663564448581,0.0677059097254537,0.138552815262913,0.34539320614239183,0.5164029781293625,0.5767798976268032,0.7780362959516054,0.9260120986505351,0.998371335504886,1.0,0.8615635179153095,0.8616798510935318,0.74185667752443,0.6796184271754304,0.4450907398790135,0.31735691019078643,0.1650767798976268,0.1470451372731503,0.12447650069799907,0.09632387156817124
2020-04-07,0.031937108463333745,0.023584326249846455,0.009949637636653973,0.0,0.02039061540351308,0.0765262252794497,0.1470335339638865,0.37182164353273556,0.5736396020144945,0.6354256233877902,0.7136715391229579,1.0,0.9941039184375384,0.8997666134381526,0.9600786144208329,0.844490848790075,0.7919174548581256,0.8844122343692421,0.4650534332391598,0.3393931949391967,0.1768824468738484,0.14126028743397617,0.08426483233018056,0.05588993981083405
2020-04-08,0.003802694480660582,0.0,0.01086484137331595,0.00836592785745328,0.018361581920903956,0.047044763146458064,0.12092568448500651,0.3194263363754889,0.4601260321599305,0.46936114732724904,0.6295089091699261,0.7210995219469796,0.7169708822251195,1.0,0.8820078226857888,0.7279443720121687,0.6868752716210343,0.6656888309430682,0.42774880486744893,0.20110821382007824,0.18915688830943067,0.18220338983050846,0.17307692307692307,0.10506301607996524
2020-04-09,0.0291890403414567,0.029051356188902658,0.003304419661296985,0.0,0.023543990086741014,0.0821974390747625,0.16852540272614622,0.3745008949469916,0.5589976593694066,0.5891504887787415,0.7954013493046951,0.9373537105879113,1.0,0.8665840561751342,0.7947129285419249,0.7254577998072422,0.7361971637064574,0.6957180228555693,0.4670246454633072,0.3066226077378494,0.18532286933773923,0.1583367754371472,0.127495525265042,0.09858185322869338
2020-04-10,0.020424704165991247,0.0,0.0319338628627006,0.0024315124007132437,0.013454368617279949,0.0808883125303939,0.1935483870967742,0.423569460204247,0.5892365051061761,0.7518236343005349,0.8654563138272006,0.9552601718268763,1.0,0.9304587453396013,0.8904198411411898,0.816339763332793,0.752634138434106,0.8503809369427784,0.592964824120603,0.38417895931269247,0.2525530880207489,0.1976009077646296,0.18284973253363593,0.16647754903550008
2020-04-13,0.05287071458075176,0.0214787277984304,0.0057827344072697235,0.0,0.024783147459727387,0.07909954564229657,0.25320115654688147,0.42585708384964893,0.6216439487814952,0.7509293680297398,1.0,0.9843040066088393,0.9853366377529946,0.7573316811235027,0.7308963238331269,0.7087980173482032,0.7895497728211482,0.7063197026022305,0.5576208178438662,0.29636513837257333,0.22490706319702602,0.20487401900041305,0.13506815365551425,0.17368855844692277
2020-04-14,0.06747025673137132,0.012680025046963056,0.017219787100814028,0.0,0.017376330619912336,0.09048215403882279,0.16170945522855354,0.40059486537257355,0.46916092673763304,0.5313087038196619,0.7775516593613024,1.0,0.8534752661239825,0.8591108328115216,0.9641515341264871,0.819348778960551,0.7287100814026299,0.8085472761427677,0.39292423293675643,0.3036944270507201,0.19035691922354414,0.19098309329993737,0.15200375704445837,0.15513462742642456
2020-04-15,0.030542470749126274,0.0,0.0031910044066251328,0.001367573317125057,0.00866129767512536,0.06929038140100288,0.20012156207263335,0.44446132806564354,0.5166388086916882,0.5076736058349794,0.7425923111989059,0.9296459504634554,1.0,0.8738793496429114,0.8264701413159095,0.7912171402522413,0.6936635769639873,0.6745175505242365,0.503722838474396,0.30572861267284607,0.15772678924175657,0.14101200425467253,0.08494149825254521,0.07643215316821152
2020-04-16,0.025161509690581434,0.0300918055083305,0.008160489629377763,0.0,0.033492009520571235,0.06647398843930635,0.20061203672220332,0.34325059503570216,0.5901054063243795,0.6089765385923155,0.8012580754845291,0.948656919415165,1.0,0.8973138388303298,0.9977898673920436,0.889323359401564,0.6713702822169331,0.6732403944236655,0.4189051343080585,0.32505950357021424,0.20537232233934036,0.1972118327099626,0.16797007820469229,0.13855831349880993
2020-04-17,0.013898080741230973,0.0,0.04632693580410324,0.025810721376571807,0.021508934480476506,0.08951025810721376,0.23494374586366645,0.38236267372600924,0.4748510919920582,0.650397088021178,0.706982131039047,0.8955989410986102,0.8802117802779617,1.0,0.851257445400397,0.9128060886829914,0.8345466578424884,0.7418927862342819,0.5175380542686963,0.34083388484447386,0.25810721376571805,0.2989741892786234,0.22203838517538055,0.2624090006618134
2020-04-18,0.015475463245774791,0.0,0.17918957442476074,0.032376298106292,0.02748930971288943,0.09529627367135003,0.15923437181836694,0.3072693952351863,0.45591529220118104,0.5493789452250051,0.7521889635512116,1.0,0.8564447159437997,0.8083893300753411,0.7978008552229688,0.7621665648544085,0.8047240887802891,0.8028914681327631,0.44573406638159235,0.36245163917735695,0.33638770107920996,0.40134392180818573,0.2767257177764203,0.2659336184076563
2020-04-20,0.08902012248468942,0.0,0.04308836395450569,0.016404199475065617,0.0557742782152231,0.09164479440069992,0.1830708661417323,0.4398512685914261,0.6257655293088364,0.6192038495188101,1.0,0.9398512685914261,0.8468941382327209,0.6725721784776902,0.7202537182852143,0.734251968503937,0.7152230971128609,0.7876202974628171,0.5566491688538933,0.31124234470691164,0.17454068241469817,0.14654418197725283,0.086832895888014,0.03762029746281715
2020-04-21,0.02412006432017152,0.0,0.014472038592102911,0.016973378595676256,0.017152045738788636,0.052885474361264964,0.21332856887618368,0.39503305342147577,0.4884759692692514,0.6558870823655529,0.7773807396819725,0.9405038413435769,1.0,0.8833303555476147,0.7121672324459531,0.7757727353939611,0.5667321779524745,0.7689833839556905,0.48311595497587995,0.2928354475611935,0.17062712167232447,0.10326960871895659,0.13274968733249956,0.15401107736287298
2020-04-22,0.02203913491246138,0.002883625128733265,0.0,0.043666323377960864,0.05046343975283213,0.12008238928939238,0.22492276004119466,0.3678681771369722,0.659114315139032,0.6288362512873327,0.8278063851699279,0.9932028836251288,0.9892893923789907,0.9616889804325438,0.9674562306900103,1.0,0.972193614830072,0.8109165808444903,0.5225540679711638,0.35653964984552006,0.15859938208032956,0.17672502574665294,0.16642636457260557,0.09412976313079299
2020-04-23,0.045235975066785394,0.02101513802315227,0.01585040071237756,0.0,0.021549421193232412,0.07658058771148708,0.20427426536064114,0.36010685663401604,0.5706144256455922,0.7545859305431879,0.9829029385574355,0.9855743544078361,0.9342831700801425,0.9709706144256456,1.0,0.8878005342831701,0.9234194122885129,0.811219946571683,0.5503116651825467,0.3257346393588602,0.2682101513802315,0.18575244879786287,0.09581478183437221,0.09136242208370436
2020-04-24,0.16289156626506024,0.08048192771084338,0.04867469879518072,0.0,0.019759036144578312,0.06811244979919678,0.13461847389558232,0.3153413654618474,0.5169477911646586,0.6668273092369478,0.8380722891566265,0.9261044176706827,1.0,0.8746987951807229,0.8636144578313253,0.7791164658634538,0.691566265060241,0.6356626506024097,0.5598393574297189,0.2702008032128514,0.16690763052208835,0.15582329317269075,0.0648995983935743,0.06859437751004016
2020-04-25,0.09148550724637682,0.05235507246376812,0.00960144927536232,0.0,0.06539855072463768,0.025905797101449274,0.15235507246376812,0.3050724637681159,0.44221014492753624,0.652536231884058,0.625,0.8150362318840579,1.0,0.871195652173913,0.9844202898550725,0.7992753623188406,0.734963768115942,0.5202898550724637,0.48242753623188406,0.21231884057971015,0.16340579710144928,0.17173913043478262,0.1835144927536232,0.1
2020-04-27,0.0668693009118541,0.00803300043421624,0.027572731220147632,0.0,0.027789839339991317,0.12136343899261832,0.2835432045158489,0.49066435084672166,0.6324359531046461,0.7887537993920972,0.9359531046461138,1.0,0.9114198871037776,0.7548849326964828,0.851063829787234,0.8588797221016066,0.7297003907946157,0.8056882327399044,0.43465045592705165,0.32805036908380375,0.11528441163699522,0.10377768128528007,0.14155449413808077,0.07186278766825879
