timestamp,date,year,month,day,hour,all_area,area_強羅,area_桃源台,area_元箱根港,area_箱根町港,area_箱根湯本
2020-01-20 00:00,2020-01-20,2020,1,20,0,0,0,0,0,0,0
2020-01-20 01:00,2020-01-20,2020,1,20,1,0,0,0,0,0,0
2020-01-20 02:00,2020-01-20,2020,1,20,2,0,0,0,0,0,0
2020-01-20 03:00,2020-01-20,2020,1,20,3,0,0,0,0,0,0
2020-01-20 04:00,2020-01-20,2020,1,20,4,0,0,0,0,0,0
2020-01-20 05:00,2020-01-20,2020,1,20,5,0,0,0,0,0,0
2020-01-20 06:00,2020-01-20,2020,1,20,6,0,0,0,0,0,0
2020-01-20 07:00,2020-01-20,2020,1,20,7,0,0,0,0,0,0
2020-01-20 08:00,2020-01-20,2020,1,20,8,0,0,0,0,0,0
2020-01-20 09:00,2020-01-20,2020,1,20,9,0,0,0,0,0,0
2020-01-20 10:00,2020-01-20,2020,1,20,10,1013,0,0,0,0,1013
2020-01-20 11:00,2020-01-20,2020,1,20,11,639,485,154,0,0,0
2020-01-20 12:00,2020-01-20,2020,1,20,12,4355,0,0,4200,155,0
2020-01-20 13:00,2020-01-20,2020,1,20,13,8192,0,0,8192,0,0
2020-01-20 14:00,2020-01-20,2020,1,20,14,7570,0,0,7570,0,0
2020-01-20 15:00,2020-01-20,2020,1,20,15,6949,0,0,6949,0,0
2020-01-20 16:00,2020-01-20,2020,1,20,16,7207,0,0,6199,0,1008
2020-01-20 17:00,2020-01-20,2020,1,20,17,13034,0,0,3018,0,10016
2020-01-20 18:00,2020-01-20,2020,1,20,18,8137,0,0,468,0,7669
2020-01-20 19:00,2020-01-20,2020,1,20,19,4236,240,1,329,0,3666
2020-01-20 20:00,2020-01-20,2020,1,20,20,2970,499,13,142,0,2316
2020-01-20 21:00,2020-01-20,2020,1,20,21,2293,341,1,103,16,1832
2020-01-20 22:00,2020-01-20,2020,1,20,22,1498,397,0,153,37,911
2020-01-20 23:00,2020-01-20,2020,1,20,23,1145,441,4,121,31,548
2020-01-21 00:00,2020-01-21,2020,1,21,0,533,250,6,52,21,204
2020-01-21 01:00,2020-01-21,2020,1,21,1,571,274,0,60,17,220
2020-01-21 02:00,2020-01-21,2020,1,21,2,430,192,0,61,11,166
2020-01-21 03:00,2020-01-21,2020,1,21,3,409,213,0,27,20,149
2020-01-21 04:00,2020-01-21,2020,1,21,4,492,265,1,37,16,173
2020-01-21 05:00,2020-01-21,2020,1,21,5,1049,444,0,45,32,528
2020-01-21 06:00,2020-01-21,2020,1,21,6,2028,678,4,123,47,1176
2020-01-21 07:00,2020-01-21,2020,1,21,7,5077,700,62,405,157,3753
2020-01-21 08:00,2020-01-21,2020,1,21,8,7327,1695,191,807,26,4608
2020-01-21 09:00,2020-01-21,2020,1,21,9,11974,2802,408,1711,51,7002
2020-01-21 10:00,2020-01-21,2020,1,21,10,20144,4115,1250,3194,255,11330
2020-01-21 11:00,2020-01-21,2020,1,21,11,25754,4874,2249,4447,660,13524
2020-01-21 12:00,2020-01-21,2020,1,21,12,26227,3035,2955,5921,2190,12126
2020-01-21 13:00,2020-01-21,2020,1,21,13,28335,3728,3304,6755,2984,11564
2020-01-21 14:00,2020-01-21,2020,1,21,14,32116,4045,5265,7022,4146,11638
2020-01-21 15:00,2020-01-21,2020,1,21,15,25050,2645,2711,6904,2743,10047
2020-01-21 16:00,2020-01-21,2020,1,21,16,21650,2833,842,5348,1631,10996
2020-01-21 17:00,2020-01-21,2020,1,21,17,15043,1425,129,2939,969,9581
2020-01-21 18:00,2020-01-21,2020,1,21,18,8477,887,22,630,247,6691
2020-01-21 19:00,2020-01-21,2020,1,21,19,4948,637,2,322,129,3858
2020-01-21 20:00,2020-01-21,2020,1,21,20,3468,616,1,233,111,2507
2020-01-21 21:00,2020-01-21,2020,1,21,21,2752,537,5,118,55,2037
2020-01-21 22:00,2020-01-21,2020,1,21,22,1920,533,0,130,63,1194
2020-01-21 23:00,2020-01-21,2020,1,21,23,1362,497,0,118,20,727
2020-01-22 00:00,2020-01-22,2020,1,22,0,573,296,0,15,11,251
2020-01-22 01:00,2020-01-22,2020,1,22,1,588,176,4,119,13,276
2020-01-22 02:00,2020-01-22,2020,1,22,2,403,168,25,43,11,156
2020-01-22 03:00,2020-01-22,2020,1,22,3,415,232,2,31,15,135
2020-01-22 04:00,2020-01-22,2020,1,22,4,505,321,6,16,13,149
2020-01-22 05:00,2020-01-22,2020,1,22,5,888,514,0,32,16,326
2020-01-22 06:00,2020-01-22,2020,1,22,6,1944,485,5,233,54,1167
2020-01-22 07:00,2020-01-22,2020,1,22,7,3831,526,23,496,155,2631
2020-01-22 08:00,2020-01-22,2020,1,22,8,7790,1527,270,744,453,4796
2020-01-22 09:00,2020-01-22,2020,1,22,9,13326,3399,531,1332,608,7456
2020-01-22 10:00,2020-01-22,2020,1,22,10,22938,3924,1378,3108,1643,12885
2020-01-22 11:00,2020-01-22,2020,1,22,11,29947,6063,2514,5210,2333,13827
2020-01-22 12:00,2020-01-22,2020,1,22,12,29361,5178,2995,6219,2541,12428
2020-01-22 13:00,2020-01-22,2020,1,22,13,28132,3819,3293,6980,2983,11057
2020-01-22 14:00,2020-01-22,2020,1,22,14,30173,3777,3710,6501,4000,12185
2020-01-22 15:00,2020-01-22,2020,1,22,15,27520,3636,2379,6891,2963,11651
2020-01-22 16:00,2020-01-22,2020,1,22,16,23802,2977,1441,4822,1829,12733
2020-01-22 17:00,2020-01-22,2020,1,22,17,15762,1758,367,2448,1061,10128
2020-01-22 18:00,2020-01-22,2020,1,22,18,7695,930,32,565,302,5866
2020-01-22 19:00,2020-01-22,2020,1,22,19,4377,805,8,244,94,3226
2020-01-22 20:00,2020-01-22,2020,1,22,20,3964,751,16,290,74,2833
2020-01-22 21:00,2020-01-22,2020,1,22,21,3172,766,3,110,43,2250
2020-01-22 22:00,2020-01-22,2020,1,22,22,1877,829,0,104,23,921
2020-01-22 23:00,2020-01-22,2020,1,22,23,1395,667,0,87,46,595
2020-01-23 00:00,2020-01-23,2020,1,23,0,1058,604,0,84,36,334
2020-01-23 01:00,2020-01-23,2020,1,23,1,999,384,0,279,23,313
2020-01-23 02:00,2020-01-23,2020,1,23,2,536,263,0,63,19,191
2020-01-23 03:00,2020-01-23,2020,1,23,3,490,288,0,58,20,124
2020-01-23 04:00,2020-01-23,2020,1,23,4,605,386,0,40,18,161
2020-01-23 05:00,2020-01-23,2020,1,23,5,1084,658,3,74,25,324
2020-01-23 06:00,2020-01-23,2020,1,23,6,1872,467,4,178,98,1125
2020-01-23 07:00,2020-01-23,2020,1,23,7,4357,694,53,416,113,3081
2020-01-23 08:00,2020-01-23,2020,1,23,8,7587,1337,261,547,292,5150
2020-01-23 09:00,2020-01-23,2020,1,23,9,12940,2798,433,2440,569,6700
2020-01-23 10:00,2020-01-23,2020,1,23,10,20748,3742,1358,3038,1241,11369
2020-01-23 11:00,2020-01-23,2020,1,23,11,22410,4021,1727,3109,1169,12384
2020-01-23 12:00,2020-01-23,2020,1,23,12,19264,1926,1846,3504,1632,10356
2020-01-23 13:00,2020-01-23,2020,1,23,13,22524,2573,1436,4728,2645,11142
2020-01-23 14:00,2020-01-23,2020,1,23,14,24391,3002,1606,4995,2551,12237
2020-01-23 15:00,2020-01-23,2020,1,23,15,19389,3334,1236,3237,1597,9985
2020-01-23 16:00,2020-01-23,2020,1,23,16,14058,2947,520,2317,818,7456
2020-01-23 17:00,2020-01-23,2020,1,23,17,11002,1632,18,904,625,7823
2020-01-23 18:00,2020-01-23,2020,1,23,18,8688,1799,15,390,264,6220
2020-01-23 19:00,2020-01-23,2020,1,23,19,4136,532,22,169,194,3219
2020-01-23 20:00,2020-01-23,2020,1,23,20,2516,364,3,110,172,1867
2020-01-23 21:00,2020-01-23,2020,1,23,21,2253,597,5,118,54,1479
2020-01-23 22:00,2020-01-23,2020,1,23,22,1647,415,0,55,54,1123
2020-01-23 23:00,2020-01-23,2020,1,23,23,1537,433,0,107,54,943
2020-01-24 00:00,2020-01-24,2020,1,24,0,1515,356,0,75,50,1034
2020-01-24 01:00,2020-01-24,2020,1,24,1,886,156,0,8,40,682
2020-01-24 02:00,2020-01-24,2020,1,24,2,817,114,0,45,33,625
2020-01-24 03:00,2020-01-24,2020,1,24,3,448,146,1,7,26,268
2020-01-24 04:00,2020-01-24,2020,1,24,4,527,245,0,10,18,254
2020-01-24 05:00,2020-01-24,2020,1,24,5,893,469,0,15,13,396
2020-01-24 06:00,2020-01-24,2020,1,24,6,2182,475,5,143,188,1371
2020-01-24 07:00,2020-01-24,2020,1,24,7,3926,523,14,234,234,2921
2020-01-24 08:00,2020-01-24,2020,1,24,8,6999,1198,187,461,306,4847
2020-01-24 09:00,2020-01-24,2020,1,24,9,13488,3150,670,1517,401,7750
2020-01-24 10:00,2020-01-24,2020,1,24,10,22683,5487,1511,3171,1257,11257
2020-01-24 11:00,2020-01-24,2020,1,24,11,30091,6125,2570,5292,2233,13871
2020-01-24 12:00,2020-01-24,2020,1,24,12,30346,3742,3296,6707,2791,13810
2020-01-24 13:00,2020-01-24,2020,1,24,13,32680,3884,3820,8548,2986,13442
2020-01-24 14:00,2020-01-24,2020,1,24,14,38276,4210,9378,7256,3713,13719
2020-01-24 15:00,2020-01-24,2020,1,24,15,28290,4097,3072,6287,2009,12825
2020-01-24 16:00,2020-01-24,2020,1,24,16,28281,5125,1556,8166,1843,11591
2020-01-24 17:00,2020-01-24,2020,1,24,17,19328,3051,438,2981,761,12097
2020-01-24 18:00,2020-01-24,2020,1,24,18,11084,1754,155,660,96,8419
2020-01-24 19:00,2020-01-24,2020,1,24,19,6340,1012,4,506,83,4735
2020-01-24 20:00,2020-01-24,2020,1,24,20,3491,425,8,556,168,2334
2020-01-24 21:00,2020-01-24,2020,1,24,21,3257,515,0,361,171,2210
2020-01-24 22:00,2020-01-24,2020,1,24,22,2143,378,2,315,33,1415
2020-01-24 23:00,2020-01-24,2020,1,24,23,1422,380,0,167,40,835
2020-01-25 00:00,2020-01-25,2020,1,25,0,819,284,0,164,22,349
2020-01-25 01:00,2020-01-25,2020,1,25,1,1037,311,0,393,114,219
2020-01-25 02:00,2020-01-25,2020,1,25,2,681,282,0,38,18,343
2020-01-25 03:00,2020-01-25,2020,1,25,3,550,252,0,35,18,245
2020-01-25 04:00,2020-01-25,2020,1,25,4,728,328,0,160,13,227
2020-01-25 05:00,2020-01-25,2020,1,25,5,1104,604,1,36,22,441
2020-01-25 06:00,2020-01-25,2020,1,25,6,1655,408,4,237,79,927
2020-01-25 07:00,2020-01-25,2020,1,25,7,3475,410,58,468,155,2384
2020-01-25 08:00,2020-01-25,2020,1,25,8,9742,1388,267,1254,473,6360
2020-01-25 09:00,2020-01-25,2020,1,25,9,17489,2954,773,2186,1396,10180
2020-01-25 10:00,2020-01-25,2020,1,25,10,32106,5916,3367,4466,2587,15770
2020-01-25 11:00,2020-01-25,2020,1,25,11,41822,8095,6222,7147,3810,16548
2020-01-25 12:00,2020-01-25,2020,1,25,12,38358,5184,5998,7414,3726,16036
2020-01-25 13:00,2020-01-25,2020,1,25,13,39657,4974,5172,9073,4151,16287
2020-01-25 14:00,2020-01-25,2020,1,25,14,43658,5199,9124,9763,5737,13835
2020-01-25 15:00,2020-01-25,2020,1,25,15,37605,5451,4914,7798,3860,15582
2020-01-25 16:00,2020-01-25,2020,1,25,16,31321,4729,849,7754,3030,14959
2020-01-25 17:00,2020-01-25,2020,1,25,17,21740,3156,257,3615,1388,13324
2020-01-25 18:00,2020-01-25,2020,1,25,18,12045,1049,462,1095,260,9179
2020-01-25 19:00,2020-01-25,2020,1,25,19,6343,721,491,558,126,4447
2020-01-25 20:00,2020-01-25,2020,1,25,20,4852,503,472,333,116,3428
2020-01-25 21:00,2020-01-25,2020,1,25,21,4427,689,490,262,146,2840
2020-01-25 22:00,2020-01-25,2020,1,25,22,2258,649,3,249,66,1291
2020-01-25 23:00,2020-01-25,2020,1,25,23,1774,651,5,210,59,849
2020-01-26 00:00,2020-01-26,2020,1,26,0,1217,556,0,187,24,450
2020-01-26 01:00,2020-01-26,2020,1,26,1,1258,393,0,509,28,328
2020-01-26 02:00,2020-01-26,2020,1,26,2,615,271,0,71,20,253
2020-01-26 03:00,2020-01-26,2020,1,26,3,569,240,0,98,23,208
2020-01-26 04:00,2020-01-26,2020,1,26,4,674,292,0,132,37,213
2020-01-26 05:00,2020-01-26,2020,1,26,5,1257,740,1,68,15,433
2020-01-26 06:00,2020-01-26,2020,1,26,6,2136,751,13,150,110,1112
2020-01-26 07:00,2020-01-26,2020,1,26,7,4201,1155,31,464,332,2219
2020-01-26 08:00,2020-01-26,2020,1,26,8,9391,1451,190,883,597,6270
2020-01-26 09:00,2020-01-26,2020,1,26,9,19310,5191,1046,1836,1543,9694
2020-01-26 10:00,2020-01-26,2020,1,26,10,34777,10629,2236,3642,2671,15599
2020-01-26 11:00,2020-01-26,2020,1,26,11,39571,9229,3893,6105,2949,17395
2020-01-26 12:00,2020-01-26,2020,1,26,12,42497,6441,4253,7506,3687,20610
2020-01-26 13:00,2020-01-26,2020,1,26,13,37841,3874,3997,6687,2933,20350
2020-01-26 14:00,2020-01-26,2020,1,26,14,36548,4125,3868,6924,3297,18334
2020-01-26 15:00,2020-01-26,2020,1,26,15,37840,4168,3695,7508,2514,19955
2020-01-26 16:00,2020-01-26,2020,1,26,16,28848,3133,1193,6711,1325,16486
2020-01-26 17:00,2020-01-26,2020,1,26,17,21605,1907,68,3367,890,15373
2020-01-26 18:00,2020-01-26,2020,1,26,18,12480,965,9,789,285,10432
2020-01-26 19:00,2020-01-26,2020,1,26,19,6568,738,12,367,122,5329
2020-01-26 20:00,2020-01-26,2020,1,26,20,4679,543,15,394,134,3593
2020-01-26 21:00,2020-01-26,2020,1,26,21,3365,570,7,202,86,2500
2020-01-26 22:00,2020-01-26,2020,1,26,22,2501,720,0,155,30,1596
2020-01-26 23:00,2020-01-26,2020,1,26,23,1401,397,2,138,26,838
2020-01-27 00:00,2020-01-27,2020,1,27,0,674,369,0,29,19,257
2020-01-27 01:00,2020-01-27,2020,1,27,1,679,296,1,105,16,261
2020-01-27 02:00,2020-01-27,2020,1,27,2,662,285,0,139,11,227
2020-01-27 03:00,2020-01-27,2020,1,27,3,482,243,0,14,20,205
2020-01-27 04:00,2020-01-27,2020,1,27,4,639,324,1,97,14,203
2020-01-27 05:00,2020-01-27,2020,1,27,5,1057,620,0,28,41,368
2020-01-27 06:00,2020-01-27,2020,1,27,6,2069,496,0,221,126,1226
2020-01-27 07:00,2020-01-27,2020,1,27,7,4728,521,120,472,192,3423
2020-01-27 08:00,2020-01-27,2020,1,27,8,7440,1427,196,637,378,4802
2020-01-27 09:00,2020-01-27,2020,1,27,9,15698,3583,601,2708,1408,7398
2020-01-27 10:00,2020-01-27,2020,1,27,10,28718,6040,2288,3651,1658,15081
2020-01-27 11:00,2020-01-27,2020,1,27,11,34508,5920,3487,4663,3314,17124
2020-01-27 12:00,2020-01-27,2020,1,27,12,33131,4189,3666,6456,2800,16020
2020-01-27 13:00,2020-01-27,2020,1,27,13,35868,6847,3453,7141,3305,15122
2020-01-27 14:00,2020-01-27,2020,1,27,14,35908,4620,4849,7179,3500,15760
2020-01-27 15:00,2020-01-27,2020,1,27,15,29552,4339,2572,5254,2679,14708
2020-01-27 16:00,2020-01-27,2020,1,27,16,24302,3907,1385,5656,1700,11654
2020-01-27 17:00,2020-01-27,2020,1,27,17,19172,2802,197,2319,1639,12215
2020-01-27 18:00,2020-01-27,2020,1,27,18,10342,2339,81,637,164,7121
2020-01-27 19:00,2020-01-27,2020,1,27,19,5540,1170,19,281,416,3654
2020-01-27 20:00,2020-01-27,2020,1,27,20,4130,922,9,695,100,2404
2020-01-27 21:00,2020-01-27,2020,1,27,21,3670,871,3,296,103,2397
2020-01-27 22:00,2020-01-27,2020,1,27,22,2184,524,3,236,114,1307
2020-01-27 23:00,2020-01-27,2020,1,27,23,1508,496,0,327,126,559
2020-01-28 00:00,2020-01-28,2020,1,28,0,1951,542,1,891,100,417
2020-01-28 01:00,2020-01-28,2020,1,28,1,1467,316,2,683,232,234
2020-01-28 02:00,2020-01-28,2020,1,28,2,1405,234,0,946,49,176
2020-01-28 03:00,2020-01-28,2020,1,28,3,910,188,1,505,52,164
2020-01-28 04:00,2020-01-28,2020,1,28,4,1133,270,2,422,236,203
2020-01-28 05:00,2020-01-28,2020,1,28,5,2020,563,8,317,581,551
2020-01-28 06:00,2020-01-28,2020,1,28,6,2565,320,12,541,474,1218
2020-01-28 07:00,2020-01-28,2020,1,28,7,4745,485,70,614,474,3102
2020-01-28 08:00,2020-01-28,2020,1,28,8,7502,1451,256,908,496,4391
2020-01-28 09:00,2020-01-28,2020,1,28,9,13394,3105,304,1346,1355,7284
2020-01-28 10:00,2020-01-28,2020,1,28,10,27505,9230,561,2687,2352,12675
2020-01-28 11:00,2020-01-28,2020,1,28,11,34733,10511,1402,3739,2625,16456
2020-01-28 12:00,2020-01-28,2020,1,28,12,27710,6154,1376,3244,1907,15029
2020-01-28 13:00,2020-01-28,2020,1,28,13,23765,2434,1535,3565,1459,14772
2020-01-28 14:00,2020-01-28,2020,1,28,14,23988,2363,1045,2740,2107,15733
2020-01-28 15:00,2020-01-28,2020,1,28,15,18886,2250,961,2766,1360,11549
2020-01-28 16:00,2020-01-28,2020,1,28,16,15253,1641,733,1687,1139,10053
2020-01-28 17:00,2020-01-28,2020,1,28,17,10274,1004,249,736,369,7916
2020-01-28 18:00,2020-01-28,2020,1,28,18,6432,959,231,146,248,4848
2020-01-28 19:00,2020-01-28,2020,1,28,19,4083,746,128,225,158,2826
2020-01-28 20:00,2020-01-28,2020,1,28,20,2992,371,354,153,161,1953
2020-01-28 21:00,2020-01-28,2020,1,28,21,2166,445,17,36,24,1644
2020-01-28 22:00,2020-01-28,2020,1,28,22,1393,413,0,126,18,836
2020-01-28 23:00,2020-01-28,2020,1,28,23,1995,997,0,84,13,901
2020-01-29 00:00,2020-01-29,2020,1,29,0,1461,1077,0,38,14,332
2020-01-29 01:00,2020-01-29,2020,1,29,1,1422,1079,1,41,16,285
2020-01-29 02:00,2020-01-29,2020,1,29,2,1376,1064,0,78,15,219
2020-01-29 03:00,2020-01-29,2020,1,29,3,1425,1063,0,82,20,260
2020-01-29 04:00,2020-01-29,2020,1,29,4,1288,1079,0,13,12,184
2020-01-29 05:00,2020-01-29,2020,1,29,5,1433,968,3,6,10,446
2020-01-29 06:00,2020-01-29,2020,1,29,6,1958,479,19,226,110,1124
2020-01-29 07:00,2020-01-29,2020,1,29,7,4720,1037,25,391,217,3050
2020-01-29 08:00,2020-01-29,2020,1,29,8,7484,1302,341,491,343,5007
2020-01-29 09:00,2020-01-29,2020,1,29,9,12951,4066,527,1452,917,5989
2020-01-29 10:00,2020-01-29,2020,1,29,10,23391,5166,1751,2410,2002,12062
2020-01-29 11:00,2020-01-29,2020,1,29,11,28440,5129,2880,4647,1677,14107
2020-01-29 12:00,2020-01-29,2020,1,29,12,29929,4433,3593,5805,1818,14280
2020-01-29 13:00,2020-01-29,2020,1,29,13,30621,3866,3680,6300,3278,13497
2020-01-29 14:00,2020-01-29,2020,1,29,14,32547,3955,5018,7087,2706,13781
2020-01-29 15:00,2020-01-29,2020,1,29,15,26325,3167,3074,5249,2035,12800
2020-01-29 16:00,2020-01-29,2020,1,29,16,23577,2755,1500,5453,1695,12174
2020-01-29 17:00,2020-01-29,2020,1,29,17,18088,1847,103,3034,975,12129
2020-01-29 18:00,2020-01-29,2020,1,29,18,9543,718,166,810,262,7587
2020-01-29 19:00,2020-01-29,2020,1,29,19,4276,857,97,249,122,2951
2020-01-29 20:00,2020-01-29,2020,1,29,20,2800,501,2,418,53,1826
2020-01-29 21:00,2020-01-29,2020,1,29,21,2934,493,2,85,180,2174
2020-01-29 22:00,2020-01-29,2020,1,29,22,1330,413,0,90,32,795
2020-01-29 23:00,2020-01-29,2020,1,29,23,1033,305,0,100,22,606
2020-01-30 00:00,2020-01-30,2020,1,30,0,670,393,0,69,22,186
2020-01-30 01:00,2020-01-30,2020,1,30,1,493,282,0,13,9,189
2020-01-30 02:00,2020-01-30,2020,1,30,2,508,240,0,116,8,144
2020-01-30 03:00,2020-01-30,2020,1,30,3,503,270,0,49,10,174
2020-01-30 04:00,2020-01-30,2020,1,30,4,645,340,7,71,14,213
2020-01-30 05:00,2020-01-30,2020,1,30,5,961,620,8,53,10,270
2020-01-30 06:00,2020-01-30,2020,1,30,6,1731,536,10,109,64,1012
2020-01-30 07:00,2020-01-30,2020,1,30,7,3723,549,98,383,270,2423
2020-01-30 08:00,2020-01-30,2020,1,30,8,6251,1454,195,687,271,3644
2020-01-30 09:00,2020-01-30,2020,1,30,9,12529,3380,887,1171,1119,5972
2020-01-30 10:00,2020-01-30,2020,1,30,10,22002,4563,2186,3282,1973,9998
2020-01-30 11:00,2020-01-30,2020,1,30,11,27534,4932,3280,4669,2126,12527
2020-01-30 12:00,2020-01-30,2020,1,30,12,26721,3231,3925,5296,2875,11394
2020-01-30 13:00,2020-01-30,2020,1,30,13,27370,3503,2601,7204,2511,11551
2020-01-30 14:00,2020-01-30,2020,1,30,14,29169,4455,3289,6722,2983,11720
2020-01-30 15:00,2020-01-30,2020,1,30,15,27373,3786,2466,6640,3528,10953
2020-01-30 16:00,2020-01-30,2020,1,30,16,22062,3555,1486,5131,1773,10117
2020-01-30 17:00,2020-01-30,2020,1,30,17,16047,2473,31,2624,772,10147
2020-01-30 18:00,2020-01-30,2020,1,30,18,8050,963,9,424,328,6326
2020-01-30 19:00,2020-01-30,2020,1,30,19,4820,623,8,370,132,3687
2020-01-30 20:00,2020-01-30,2020,1,30,20,4120,492,2,254,113,3259
2020-01-30 21:00,2020-01-30,2020,1,30,21,2907,526,0,124,73,2184
2020-01-30 22:00,2020-01-30,2020,1,30,22,1622,424,4,39,32,1123
2020-01-30 23:00,2020-01-30,2020,1,30,23,1374,513,0,38,46,777
2020-01-31 00:00,2020-01-31,2020,1,31,0,784,281,0,86,20,397
2020-01-31 01:00,2020-01-31,2020,1,31,1,835,198,0,145,26,466
2020-01-31 02:00,2020-01-31,2020,1,31,2,479,162,0,73,28,216
2020-01-31 03:00,2020-01-31,2020,1,31,3,491,205,0,79,22,185
2020-01-31 04:00,2020-01-31,2020,1,31,4,494,190,0,116,24,164
2020-01-31 05:00,2020-01-31,2020,1,31,5,1224,547,4,229,76,368
2020-01-31 06:00,2020-01-31,2020,1,31,6,2021,521,14,128,73,1285
2020-01-31 07:00,2020-01-31,2020,1,31,7,4222,509,41,436,338,2898
2020-01-31 08:00,2020-01-31,2020,1,31,8,7381,1651,167,369,342,4852
2020-01-31 09:00,2020-01-31,2020,1,31,9,12345,2653,659,1622,1122,6289
2020-01-31 10:00,2020-01-31,2020,1,31,10,21389,3171,1631,3217,2045,11325
2020-01-31 11:00,2020-01-31,2020,1,31,11,25550,4752,1810,4228,1805,12955
2020-01-31 12:00,2020-01-31,2020,1,31,12,28498,5998,2818,5653,2305,11724
2020-01-31 13:00,2020-01-31,2020,1,31,13,26969,3509,2803,7058,2024,11575
2020-01-31 14:00,2020-01-31,2020,1,31,14,30960,3577,2954,7306,3756,13367
2020-01-31 15:00,2020-01-31,2020,1,31,15,24900,3736,2189,6267,2105,10603
2020-01-31 16:00,2020-01-31,2020,1,31,16,21209,3641,985,5049,1254,10280
2020-01-31 17:00,2020-01-31,2020,1,31,17,16181,2499,40,2666,919,10057
2020-01-31 18:00,2020-01-31,2020,1,31,18,9507,1037,10,793,234,7433
2020-01-31 19:00,2020-01-31,2020,1,31,19,6649,834,2,215,217,5381
2020-01-31 20:00,2020-01-31,2020,1,31,20,3063,421,3,191,60,2388
2020-01-31 21:00,2020-01-31,2020,1,31,21,2923,557,0,271,86,2009
2020-01-31 22:00,2020-01-31,2020,1,31,22,2152,492,1,233,83,1343
2020-01-31 23:00,2020-01-31,2020,1,31,23,1610,664,2,110,60,774
2020-02-01 00:00,2020-02-01,2020,2,1,0,814,499,0,44,35,236
2020-02-01 01:00,2020-02-01,2020,2,1,1,533,207,2,119,42,163
2020-02-01 02:00,2020-02-01,2020,2,1,2,433,177,0,68,37,151
2020-02-01 03:00,2020-02-01,2020,2,1,3,441,158,1,49,44,189
2020-02-01 04:00,2020-02-01,2020,2,1,4,512,210,1,47,39,215
2020-02-01 05:00,2020-02-01,2020,2,1,5,1094,508,0,96,53,437
2020-02-01 06:00,2020-02-01,2020,2,1,6,1858,459,1,351,102,945
2020-02-01 07:00,2020-02-01,2020,2,1,7,3383,634,36,386,176,2151
2020-02-01 08:00,2020-02-01,2020,2,1,8,8900,1831,217,916,380,5556
2020-02-01 09:00,2020-02-01,2020,2,1,9,16654,2335,781,2557,523,10458
2020-02-01 10:00,2020-02-01,2020,2,1,10,27935,4421,2214,3700,2220,15380
2020-02-01 11:00,2020-02-01,2020,2,1,11,33750,5741,3144,5345,3100,16420
2020-02-01 12:00,2020-02-01,2020,2,1,12,37154,5768,3856,6355,3561,17614
2020-02-01 13:00,2020-02-01,2020,2,1,13,35974,4215,3880,7931,3057,16891
2020-02-01 14:00,2020-02-01,2020,2,1,14,41333,4124,5581,9019,3861,18748
2020-02-01 15:00,2020-02-01,2020,2,1,15,37117,3709,3668,7820,3109,18811
2020-02-01 16:00,2020-02-01,2020,2,1,16,33952,4536,1870,7500,2861,17185
2020-02-01 17:00,2020-02-01,2020,2,1,17,23875,2652,398,4365,1991,14469
2020-02-01 18:00,2020-02-01,2020,2,1,18,12983,1260,19,460,358,10886
2020-02-01 19:00,2020-02-01,2020,2,1,19,6828,813,9,452,463,5091
2020-02-01 20:00,2020-02-01,2020,2,1,20,4352,601,3,479,219,3050
2020-02-01 21:00,2020-02-01,2020,2,1,21,3312,536,2,345,380,2049
2020-02-01 22:00,2020-02-01,2020,2,1,22,2626,509,0,159,220,1738
2020-02-01 23:00,2020-02-01,2020,2,1,23,1716,452,1,200,212,851
2020-02-02 00:00,2020-02-02,2020,2,2,0,1118,304,0,334,170,310
2020-02-02 01:00,2020-02-02,2020,2,2,1,863,253,1,137,175,297
2020-02-02 02:00,2020-02-02,2020,2,2,2,688,268,0,63,152,205
2020-02-02 03:00,2020-02-02,2020,2,2,3,835,401,0,113,192,129
2020-02-02 04:00,2020-02-02,2020,2,2,4,642,297,0,6,174,165
2020-02-02 05:00,2020-02-02,2020,2,2,5,1102,413,5,60,163,461
2020-02-02 06:00,2020-02-02,2020,2,2,6,1551,383,4,84,290,790
2020-02-02 07:00,2020-02-02,2020,2,2,7,3247,521,38,475,241,1972
2020-02-02 08:00,2020-02-02,2020,2,2,8,8569,1082,188,1117,451,5731
2020-02-02 09:00,2020-02-02,2020,2,2,9,18021,3542,1054,2174,764,10487
2020-02-02 10:00,2020-02-02,2020,2,2,10,32461,6058,2565,4870,2839,16129
2020-02-02 11:00,2020-02-02,2020,2,2,11,38533,7317,3283,8206,2936,16791
2020-02-02 12:00,2020-02-02,2020,2,2,12,37498,4988,4198,8390,3781,16141
2020-02-02 13:00,2020-02-02,2020,2,2,13,38887,4558,3716,10123,3763,16727
2020-02-02 14:00,2020-02-02,2020,2,2,14,40077,4972,4764,8983,4317,17041
2020-02-02 15:00,2020-02-02,2020,2,2,15,39553,4414,2418,9129,3587,20005
2020-02-02 16:00,2020-02-02,2020,2,2,16,34323,3188,1617,7677,2420,19421
2020-02-02 17:00,2020-02-02,2020,2,2,17,23178,2369,304,4427,936,15142
2020-02-02 18:00,2020-02-02,2020,2,2,18,14168,994,19,2956,1536,8663
2020-02-02 19:00,2020-02-02,2020,2,2,19,9970,510,0,3794,439,5227
2020-02-02 20:00,2020-02-02,2020,2,2,20,7289,452,4,1889,1892,3052
