,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2020-06-17,952,423,482,465,511,909,1489,3412,5089,5965,9213,10600,11064,11692,11512,11179,9454,7648,5343,3049,1817,1530,1115,1410
2020-06-18,452,251,224,293,431,552,1258,2881,5004,6093,8448,9850,10018,8870,10372,9849,8526,7818,5157,3962,2678,1944,1719,1622
2020-06-19,657,300,425,337,479,779,1555,3018,5358,5739,8817,11161,11717,11522,12641,13445,9260,7239,4517,2843,1751,1857,1093,801
2020-06-22,577,572,346,423,403,660,1426,3712,5680,7356,12384,13159,11908,10595,10409,9285,10966,7641,5839,2526,1692,1470,1117,719
2020-06-23,673,451,306,383,430,814,1482,3601,5158,5707,11240,12739,12528,11528,13215,12627,9411,8611,4857,3521,2029,1783,1486,1504
2020-06-24,506,322,466,417,649,1024,1661,3572,6381,6298,11050,13501,13924,12430,13277,12806,11329,8593,5059,3328,1903,2043,1542,1257
2020-06-25,999,794,350,403,485,705,1498,3593,5460,6533,10245,11435,11269,10877,11999,9862,10465,9313,6240,3617,2610,2172,1257,889
2020-06-26,572,775,751,350,412,689,1971,3903,5735,6337,12367,14690,15056,14642,15842,13012,10703,9532,4690,3962,2017,1618,1550,1067
2020-06-29,623,382,322,380,437,806,1924,4007,5484,7231,14450,17362,16696,16290,16598,14889,14644,10307,6378,3268,2524,1782,968,990
2020-06-30,462,397,553,690,570,911,1988,3817,5498,5970,9787,12948,11467,12940,12295,10620,9197,8152,6081,3436,2122,1578,1277,893
2020-07-01,644,353,426,418,732,1616,2270,4303,6366,5362,9145,9413,10993,9532,10262,8014,7834,6518,4481,2240,1479,1486,1037,821
2020-07-02,444,564,428,421,437,631,2107,4531,5742,7184,11040,13966,12290,12717,12122,11429,10108,9036,5450,3535,2659,1862,1302,1000
2020-07-03,725,372,378,317,436,795,1836,4133,6428,7422,13223,14936,13720,14463,17019,13511,11192,8792,5893,3437,2385,1993,1367,1368
2020-07-04,682,568,771,556,405,839,1342,3174,6453,8300,14899,18695,18745,16609,19293,16519,13731,9788,5379,3361,2798,1381,1382,1077
2020-07-06,602,540,564,524,578,694,2053,4397,4822,7062,11598,14490,12199,11077,12074,9597,7941,6540,4637,2940,1822,1735,937,589
2020-07-07,565,356,331,409,605,791,1917,4110,4930,5593,11014,13720,12045,9733,10592,8947,7414,6531,4813,3175,2560,2094,1118,1150
2020-07-08,651,416,369,315,447,1125,1875,3609,4981,5926,10150,11249,10239,9491,10610,8713,8168,6698,4707,3223,2061,1421,833,868
2020-07-09,300,291,281,305,352,485,1562,3942,5869,6862,9442,12311,11627,10525,11790,9345,8467,6735,5246,3224,1807,1626,1332,1099
2020-07-10,579,746,549,460,430,714,1921,4029,5174,6867,10282,12768,14378,14600,15488,13272,11500,8620,5149,4076,3245,2589,1966,1624
2020-07-13,510,520,462,382,575,1060,1962,4059,5672,7611,13364,17946,16497,14319,16535,14277,11066,8336,5669,3467,1897,1751,1159,872
2020-07-14,633,520,426,628,618,1100,2347,3869,5780,6299,11603,14338,12925,11547,13236,10855,8985,6652,4478,2601,1953,1602,1555,1650
2020-07-15,1319,653,426,575,547,1068,2201,4449,5752,6517,11896,10701,6901,14009,14391,12666,10096,8459,5179,3289,2190,1606,1235,1041
2020-07-16,671,923,632,805,706,880,2129,3568,6130,6434,12108,15562,14397,14599,14242,12840,12368,10531,6513,4077,2716,2186,1179,902
2020-07-17,1129,550,376,321,339,679,1990,3892,5979,7503,14604,16160,16660,17210,17445,14171,12342,10145,6336,3180,2303,2499,1864,1230
2020-07-20,869,514,444,455,526,994,2184,4113,5881,8135,12379,15312,15758,15773,15207,12972,11743,8443,5822,3622,2624,2201,1565,1011
2020-07-21,724,477,431,534,741,987,2267,4200,5590,7139,11719,14231,13741,14555,14910,13105,11898,10134,5257,3364,3036,2664,1695,1541
2020-07-22,682,557,616,736,642,1182,2052,4789,6997,7845,12095,15458,15084,14960,16697,14133,14475,13294,8369,4957,3070,2414,2466,1706
2020-07-28,1128,969,842,782,662,1000,1987,4183,7191,8069,13110,19145,18465,18610,18135,14921,11409,10025,5900,4068,2606,1986,1705,1438
2020-07-29,1087,972,805,1080,1283,1202,2391,4271,7156,8500,13618,18078,18524,15937,17629,15567,13870,10352,5581,3505,2119,1827,1280,1444
2020-07-30,1393,1060,668,606,707,1029,2024,3562,6774,8839,14134,18342,18824,16043,16386,15216,12941,10696,7544,3881,2375,2371,1928,2021
2020-07-31,1348,886,616,664,743,1054,2102,4561,6771,7868,13834,19011,17879,18100,20212,18750,14631,11906,8949,5633,3297,2923,2059,1665
